ticket_id,customer_id,ticket_text,product,created_at,previous_tickets,resolution_time,priority,category,resolved
RGT-002445,CUST-FE22C730,My Riot Points are missing after I topped up. I have the bank receipt. Please refund or credit my account.,Legends of Runeterra,2023/99/01 00:00,4.0,23.64,LOW,Missing RP / Purchase Issue,True
RGT-000285,CUST-53D13EEB,"My smurf account was banned, now my main account is also restricted. I do not understand what happened.",League of Legends,2024-02-07 11:04:38,1.0,8.09,MEDIUM,Account Ban / Suspension,True
RGT-001067,CUST-3F523C06,I received a 14-day suspension for allegedly using scripts. I have never used any third-party software. Please investigate.,Valorant,2024-02-03 16:30:05,2.0,280.04,LOW,Account Ban / Suspension,True
RGT-001192,CUST-46C64CC1,I called out a griefer and got chat banned while they did not. The system feels inconsistent.,League of Legends,2024-04-27 07:57:10,1.0,1.85,HIGH,Chat Restriction Appeal,True
RGT-001441,CUST-023FE7E6,"Bought a bundle in the store, got charged but the content never appeared in my collection.",Wild Rift,2023-07-18 11:23:42,15.0,14.29,MEDIUM,Missing RP / Purchase Issue,True
RGT-002887,CUST-7A32F901,This player in my last game was clearly using an aimbot. Every bullet was a headshot through smoke.,Legends of Runeterra,2024-02-28 09:32:39,2.0,44.03,LOW,Cheat / Hacker Report,True
RGT-002886,CUST-37C7A4E0,Consistent 300ms ping on EUW since the server migration. My ISP says nothing changed on their end.,Teamfight Tactics,2023-04-11 20:45:10,3.0,,HIGH,Server Latency / Lag,False
RGT-002794,CUST-7033DBE6,I purchased the Battle Pass but didn't receive the rewards. Transaction ID: TXN-4BE6D103.,Wild Rift,2023-11-02 14:26:07,5.0,1.48,HIGH,Missing RP / Purchase Issue,True
RGT-001569,CUST-1903D460,My League account got banned out of nowhere. I was just playing ranked and then I got logged out. Can you explain why?,Wild Rift,2023-02-05 05:08:55,0.0,22.92,MEDIUM,Account Ban / Suspension,True
RGT-002428,CUST-0911EC11,Getting error UX-1 when attempting to sign in. This started after your maintenance window yesterday.,Teamfight Tactics,2023-10-15 16:46:49,4.0,,MEDIUM,Login / 2FA Issue,False
RGT-002657,CUST-8389315E,Transaction stuck as 'pending' for 48 hours. My bank confirmed the charge went through. Please help.,Wild Rift,2023-02-26 22:10:04,3.0,38.22,MEDIUM,Missing RP / Purchase Issue,True
RGT-001688,CUST-4B079F84,I purchased an emote for a character I no longer play. Refund would be appreciated.,Valorant,2024-05-08 04:04:08,14.0,111.84,LOW,Refund Request,True
RGT-000852,CUST-4FC4738B,Several ability sound effects are missing for my Prestige Lux skin since the last update.,Valorant,2024-03-08 02:36:00,13.0,19.23,MEDIUM,Champion / Skin Bug,True
RGT-002208,CUST-5C8E2E99,I bought a new phone and now I cannot receive my 2FA SMS. Please help me recover access.,Valorant,2023-12-28 12:50:42,19.0,,LOW,Login / 2FA Issue,False
RGT-000896,CUST-29D019A5,My account RiotUser#68001 was permanently banned but I never cheated. Please review the ban.,Legends of Runeterra,2023-04-22 18:21:20,3.0,,MEDIUM,Account Ban / Suspension,False
RGT-000497,CUST-FE972C20,I purchased an emote for a character I no longer play. Refund would be appreciated.,League of Legends,2024-05-16 02:38:53,7.0,,MEDIUM,Refund Request,False
RGT-002306,CUST-A47EA986,Audio cuts out completely mid-game after around 20 minutes of play. Rolling back drivers did not fix it.,Teamfight Tactics,2024-02-13 09:09:10,8.0,55.66,LOW,Client Bug / Crash,True
RGT-001783,CUST-78B52439,Getting error UX-1 when attempting to sign in. This started after your maintenance window yesterday.,Wild Rift,2024-01-26 10:34:05,0.0,257.57,LOW,Login / 2FA Issue,True
RGT-000336,CUST-2AE5E127,"My MMR seems stuck. I win 8 games in a row and gain 18 LP, then lose once and drop 25 LP.",Wild Rift,2023-01-21 08:22:12,4.0,,LOW,Ranked & Matchmaking,False
RGT-000516,CUST-CDB94453,My account RiotUser#83303 was permanently banned but I never cheated. Please review the ban.,Wild Rift,2023-11-16 07:36:31,4.0,6.37,MEDIUM,Account Ban / Suspension,True
RGT-001349,CUST-59C64C72,"My smurf account was banned, now my main account is also restricted. I do not understand what happened.",Wild Rift,2024-06-23 09:38:45,4.0,25.39,MEDIUM,Account Ban / Suspension,True
RGT-001016,CUST-E5A3E89B,Blatant cheater in Diamond ranked. Please investigate account RiotUser#22594. They were toggling aimbot openly.,Legends of Runeterra,2023-02-05 13:50:16,3.0,140.44,LOW,Cheat / Hacker Report,True
RGT-002894,CUST-6D24F86E,My Riot Points are missing after I topped up. I have the bank receipt. Please refund or credit my account.,League of Legends,2024-04-06 00:51:21,1.0,27.42,LOW,Missing RP / Purchase Issue,True
RGT-DUPE-0043,CUST-050C71EC,,Wild Rift,2023-03-06 00:23:32,1.0,8.37,MEDIUM,Cheat / Hacker Report,True
RGT-001782,CUST-C1D53100,I lost LP for a loss that was not my fault. My teammates went AFK in the first 5 minutes.,Legends of Runeterra,2023-05-22 07:23:59,2.0,,HIGH,Ranked & Matchmaking,False
RGT-002570,CUST-ABA4C4B7,Lost 40 LP for a game I disconnected from due to power outage. Can this be reversed?,Valorant,2023-11-19 11:52:03,32.0,33.19,MEDIUM,Ranked & Matchmaking,True
RGT-001786,CUST-E365E0A1,Login fails with 'incorrect password' even after a password reset. I have cleared cookies and cache.,Legends of Runeterra,2024-01-31 07:19:27,17.0,1.21,LOW,Login / 2FA Issue,True
RGT-002071,CUST-02DB9C8D,Lost 40 LP for a game I disconnected from due to power outage. Can this be reversed?,Legends of Runeterra,2024-02-18 19:55:45,1.0,,LOW,Ranked & Matchmaking,False
RGT-000357,CUST-75103BB2,I purchased a champion that is currently on free rotation. I would like a refund as this was misleading.,Legends of Runeterra,2024-04-06 14:19:24,0.0,147.94,LOW,Refund Request,True
RGT-002938,CUST-F1508A4C,"My smurf account was banned, now my main account is also restricted. I do not understand what happened.",Legends of Runeterra,2023-09-12 22:01:02,3.0,1.09,HIGH,Account Ban / Suspension,True
RGT-001313,CUST-87EA02C9,Possible griefing bot detected on the enemy team. All five of them stood still in base.,Wild Rift,2023-12-06 11:38:19,4.0,1.58,HIGH,Cheat / Hacker Report,True
RGT-001636,CUST-DA68868E,Account banned with no explanation. I spent over $500 on this account. Please look into this immediately.,League of Legends,2024-03-03 06:40:45,2.0,16.53,HIGH,Account Ban / Suspension,True
RGT-000551,CUST-5898BB05,"Bought a bundle in the store, got charged but the content never appeared in my collection.",Valorant,2023-09-13 07:13:22,,0.58,HIGH,Missing RP / Purchase Issue,True
RGT-002389,CUST-62F89721,I received a 25-game chat restriction for a single game where I was defending myself. This is disproportionate.,Teamfight Tactics,2023-11-26 02:06:59,3.0,5.22,MEDIUM,Chat Restriction Appeal,True
RGT-002480,CUST-4CF66CD9,Lost 40 LP for a game I disconnected from due to power outage. Can this be reversed?,Wild Rift,2023-08-05 02:06:45,37.0,4.79,LOW,Ranked & Matchmaking,True
RGT-002522,CUST-17B12739,Duo partner and I are being put into the wrong queue tier. We are Diamond 2 and 3 but matched in Plat.,Wild Rift,2024-06-18 19:09:31,4.0,45.54,LOW,Ranked & Matchmaking,True
RGT-002266,CUST-8F1A57AC,Duo partner and I are being put into the wrong queue tier. We are Diamond 2 and 3 but matched in Plat.,Valorant,2024-05-25 06:11:09,1.0,2.13,MEDIUM,Ranked & Matchmaking,True
RGT-001228,CUST-CA66E01A,I received a 14-day suspension for allegedly using scripts. I have never used any third-party software. Please investigate.,Valorant,2024-05-25 22:00:36,2.0,,LOW,Account Ban / Suspension,False
RGT-002763,CUST-ABA4C4B7,The shop tab in the client is blank. I cannot browse or purchase anything. Tried clearing cache.,Wild Rift,2024-01-29 19:19:32,35.0,,MEDIUM,Client Bug / Crash,True
RGT-000958,CUST-9F4F5767,Ranked queue dodging penalty applied even though I did not dodge. I was in loading screen.,Wild Rift,2024-06-17 05:08:29,2.0,10.95,HIGH,Ranked & Matchmaking,True
RGT-001774,CUST-5B4081EE,Reporting a player for using wallhacks in Valorant. Their username is Player2443. Please review game ID NA1_1844570258.,Valorant,2023-10-04 19:00:11,23.0,1.8,HIGH,Cheat / Hacker Report,True
RGT-002142,CUST-5F210E14,I want to appeal my chat restriction. The logs being cited were from a conversation I did not start.,Legends of Runeterra,2023-02-04 23:52:37,27.0,,MEDIUM,Chat Restriction Appeal,False
RGT-001009,CUST-2AE5E127,Audio cuts out completely mid-game after around 20 minutes of play. Rolling back drivers did not fix it.,League of Legends,2024-02-08 00:21:43,14.0,82.11,LOW,Client Bug / Crash,True
RGT-001093,CUST-B33E8B23,,League of Legends,2023-09-04 12:20:04,0.0,0.29,HIGH,Chat Restriction Appeal,True
RGT-002757,CUST-023FE7E6,"After the latest patch, my client freezes on the loading screen. I cannot get into any game.",Teamfight Tactics,2023-09-29 19:26:11,27.0,4.53,HIGH,Client Bug / Crash,True
RGT-000997,CUST-4B1AF024,Locked out of my account after too many failed login attempts. I was trying to recover access legitimately.,League of Legends,2023-09-22 05:25:45,0.0,7.68,HIGH,Login / 2FA Issue,True
RGT-001680,CUST-5F210E14,The client update bricked my installation. Now I get error code 0xB24D on startup.,Valorant,2023-05-11 14:30:33,17.0,52.21,MEDIUM,Client Bug / Crash,True
RGT-000154,CUST-B49CB959,I purchased the Battle Pass but didn't receive the rewards. Transaction ID: TXN-FC2E266F.,Valorant,2024-04-15 01:09:46,0.0,105.51,LOW,Missing RP / Purchase Issue,True
RGT-002868,CUST-3D51023D,Got a chat ban that escalated to a full account suspension. The context was taken out of context. I want to appeal.,Valorant,2023-10-29 15:42:00,33.0,6.82,MEDIUM,Account Ban / Suspension,True
RGT-000581,CUST-1767AA4A,"After updating, all my settings were reset. Also my custom game configurations are gone.",Valorant,2024-06-29 19:58:00,11.0,40.94,LOW,Client Bug / Crash,True
RGT-001471,CUST-B98ACCE8,I was charged twice for the same RP bundle. I see two transactions on my statement for $50.00.,League of Legends,2023-07-11 20:46:27,2.0,7.24,LOW,Missing RP / Purchase Issue,True
RGT-000704,CUST-1962F4A0,I called out a griefer and got chat banned while they did not. The system feels inconsistent.,Wild Rift,2023-01-17 15:43:52,4.0,,LOW,Chat Restriction Appeal,False
RGT-001213,CUST-4CF66CD9,I lost LP for a loss that was not my fault. My teammates went AFK in the first 5 minutes.,Wild Rift,2024-04-07 01:11:42,14.0,6.3,MEDIUM,Ranked & Matchmaking,True
RGT-000897,CUST-FBEEE1AE,Kindred's Q ability is not applying on-hit effects correctly with the Spirit Blossom skin equipped.,League of Legends,2024-05-12 13:33:21,1.0,8.06,MEDIUM,Champion / Skin Bug,True
RGT-000488,CUST-E5F60461,Constant 'Connection Error' messages in client even though my internet is working perfectly.,Teamfight Tactics,2024-03-04 14:02:01,0.0,26.95,LOW,Client Bug / Crash,True
RGT-000560,CUST-3E0E8F3E,,Wild Rift,2024-06-21 08:46:21,2.0,1.44,HIGH,Account Ban / Suspension,True
RGT-001142,CUST-7709DC90,I bought 3250 RP but it never showed up in my account. I was charged on my card though.,Wild Rift,2023-04-07 18:08:26,11.0,22.99,MEDIUM,Missing RP / Purchase Issue,True
RGT-001120,CUST-7709DC90,Reporting a player for using wallhacks in Valorant. Their username is Player1634. Please review game ID NA1_1890000799.,League of Legends,2023-06-28 12:43:55,9.0,0.42,HIGH,Cheat / Hacker Report,True
RGT-000513,CUST-C4731564,I was charged twice for the same RP bundle. I see two transactions on my statement for $10.00.,League of Legends,2024-05-01 05:23:12,8.0,,LOW,Missing RP / Purchase Issue,False
RGT-000634,CUST-7033DBE6,My chat restriction ended but I am still unable to type in-game. There seems to be a bug.,Wild Rift,2023-03-09 16:55:24,1.0,2.76,HIGH,Chat Restriction Appeal,True
RGT-002664,CUST-EC2A6BF7,I purchased an emote for a character I no longer play. Refund would be appreciated.,Teamfight Tactics,2024-04-10 05:28:47,2.0,1.72,HIGH,Refund Request,True
RGT-001665,CUST-817C392F,Locked out of my account after too many failed login attempts. I was trying to recover access legitimately.,Legends of Runeterra,2023-02-14 06:55:50,3.0,50.71,MEDIUM,Login / 2FA Issue,True
RGT-001013,CUST-FCE6357F,My League account got banned out of nowhere. I was just playing ranked and then I got logged out. Can you explain why?,Legends of Runeterra,2024-05-26 07:29:10,0.0,52.32,LOW,Account Ban / Suspension,True
RGT-001932,CUST-99C8CDE3,I keep getting matched against the same scripter. Already reported in-game but they are still playing.,League of Legends,2024-03-12 11:06:30,4.0,2.77,HIGH,Cheat / Hacker Report,True
RGT-001151,CUST-375F8B4C,2FA is sending codes but they expire before I can enter them. Clock sync on my phone is correct.,Valorant,2024-04-17 10:25:05,2.0,,LOW,Login / 2FA Issue,False
RGT-002891,CUST-244114D7,The game client crashes every time I enter champion select. I reinstalled but the problem persists.,Legends of Runeterra,2024-05-21 03:53:19,6.0,6.54,MEDIUM,Client Bug / Crash,True
RGT-000117,CUST-C91C1ECE,My Riot Points are missing after I topped up. I have the bank receipt. Please refund or credit my account.,Legends of Runeterra,2023-08-28 15:36:41,2.0,16.51,MEDIUM,Missing RP / Purchase Issue,True
RGT-000741,CUST-C7E0960A,I bought 3250 RP but it never showed up in my account. I was charged on my card though.,Valorant,2023-05-02 21:40:34,11.0,,MEDIUM,Missing RP / Purchase Issue,False
RGT-002847,CUST-9A387166,I purchased an emote for a character I no longer play. Refund would be appreciated.,League of Legends,2023-01-26 14:10:46,2.0,1.63,MEDIUM,Refund Request,True
RGT-001975,CUST-5755564A,I was banned for account sharing. I let my brother play once. Is there a way to appeal this decision?,Teamfight Tactics,2023-04-08 19:22:52,2.0,8.63,HIGH,Account Ban / Suspension,True
RGT-001082,CUST-99C8CDE3,My League account got banned out of nowhere. I was just playing ranked and then I got logged out. Can you explain why?,Teamfight Tactics,2024-04-19 21:05:15,1.0,25.08,LOW,Account Ban / Suspension,True
RGT-001811,CUST-82170E57,RP purchase failed but the money was deducted from my account. This is the second time this has happened.,Legends of Runeterra,2023-11-14 12:17:20,2.0,12.36,MEDIUM,Missing RP / Purchase Issue,True
RGT-000831,CUST-B703A4B4,I got permabanned for 'toxic behaviour' but all I did was mute my teammates. This seems unfair.,Valorant,2024-05-28 13:41:43,1.0,3.77,MEDIUM,Account Ban / Suspension,True
RGT-000120,CUST-5755564A,Account banned with no explanation. I spent over $500 on this account. Please look into this immediately.,Wild Rift,2023-01-31 05:24:32,0.0,10.61,LOW,Account Ban / Suspension,True
RGT-000657,CUST-49AFD844,Transaction stuck as 'pending' for 48 hours. My bank confirmed the charge went through. Please help.,League of Legends,2023-07-14 06:04:27,2.0,4.56,MEDIUM,Missing RP / Purchase Issue,True
RGT-002816,CUST-62EA2453,Matchmaking is putting me against players 3 tiers above me. This has been happening all week.,Teamfight Tactics,2024-02-06 14:59:58,5.0,8.94,MEDIUM,Ranked & Matchmaking,True
RGT-002775,CUST-57FBCB14,"My smurf account was banned, now my main account is also restricted. I do not understand what happened.",Valorant,2023-09-02 05:28:11,23.0,,MEDIUM,Account Ban / Suspension,False
RGT-DUPE-0018,CUST-82487C44,I keep getting matched against the same scripter. Already reported in-game but they are still playing.,Teamfight Tactics,2023-06-07 06:31:22,5.0,1.88,LOW,Cheat / Hacker Report,True
RGT-000636,CUST-3FEAC054,"After updating, all my settings were reset. Also my custom game configurations are gone.",Teamfight Tactics,2023-11-17 22:29:55,0.0,2.82,HIGH,Client Bug / Crash,True
RGT-000370,CUST-AB8C24EE,Getting a black screen on launch. The process shows in Task Manager but nothing displays.,Teamfight Tactics,2024-01-14 00:46:13,0.0,,LOW,Client Bug / Crash,False
RGT-000269,CUST-E47BC5B5,,League of Legends,2023-12-26 12:07:08,1.0,14.15,MEDIUM,Missing RP / Purchase Issue,True
RGT-000047,CUST-4CF66CD9,This player admitted to using scripts in chat. I have a screenshot. How do I submit it?,Legends of Runeterra,2023-03-19 01:50:52,0.0,70.77,MEDIUM,Cheat / Hacker Report,True
RGT-000992,CUST-C91C1ECE,I want to appeal my chat restriction. The logs being cited were from a conversation I did not start.,Teamfight Tactics,2024-05-28 15:18:45,16.0,57.87,LOW,Chat Restriction Appeal,True
RGT-000877,CUST-6D4766F3,My League account got banned out of nowhere. I was just playing ranked and then I got logged out. Can you explain why?,Teamfight Tactics,2024-03-16 08:48:11,0.0,9.17,LOW,Account Ban / Suspension,True
